,id,lambda_function_name,event_time,write_to_database_timestamp,function_end_timestamp,billed_duration_ms,cold_start
127,image_capture_2025-05-02_21-00-00.jpg,site1-lambdafunction,2025-05-03 03:00:18,2025-05-03 03:00:40.647,2025-05-03 03:00:40.703,21028.0,True
128,image_capture_2025-05-02_20-00-00.jpg,site1-lambdafunction,2025-05-03 02:00:08,2025-05-03 02:00:26.843,2025-05-03 02:00:26.906,16489.0,True
129,image_capture_2025-05-02_18-59-59.jpg,site1-lambdafunction,2025-05-03 01:00:03,2025-05-03 01:00:27.267,2025-05-03 01:00:27.337,22281.0,True
130,image_capture_2025-05-02_18-00-00.jpg,site1-lambdafunction,2025-05-03 00:00:01,2025-05-03 00:00:18.895,2025-05-03 00:00:18.976,16252.0,True
131,image_capture_2025-05-02_17-12-30.jpg,site1-lambdafunction,2025-05-02 23:12:51,2025-05-02 23:13:02.735,2025-05-02 23:13:02.774,9980.0,True
132,image_capture_2025-05-02_17-12-20.jpg,site1-lambdafunction,2025-05-02 23:12:21,2025-05-02 23:12:40.334,2025-05-02 23:12:40.414,17542.0,True
133,image_capture_2025-05-02_17-00-06.jpg,site1-lambdafunction,2025-05-02 23:03:00,2025-05-02 23:03:11.154,2025-05-02 23:03:11.282,9805.0,True
134,image_capture_2025-05-02_17-00-01.jpg,site1-lambdafunction,2025-05-02 23:00:12,2025-05-02 23:00:29.663,2025-05-02 23:00:29.721,15709.0,True
135,image_capture_2025-05-02_16-00-07.jpg,site1-lambdafunction,2025-05-02 22:03:50,2025-05-02 22:04:00.914,2025-05-02 22:04:00.953,9887.0,True
136,image_capture_2025-05-02_16-00-00.jpg,site1-lambdafunction,2025-05-02 22:00:01,2025-05-02 22:00:29.146,2025-05-02 22:00:29.206,25986.0,True
137,image_capture_2025-05-02_16-00-01.jpg,site1-lambdafunction,2025-05-02 22:00:04,2025-05-02 22:00:24.868,2025-05-02 22:00:24.923,18840.0,True
